Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Dimensions
ADAMSMIDNIGHT,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADAMS%20MIDNIGHT2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMSMIST,ADAMS MIST,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12457</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: MIST</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 93% Polyester, 7% Linen</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Basketweave, Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12457,,,,continue,manual,60.00,,,,,https://images.magfabrics.com/fabrics/ADAMS%20MIST.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADAMSMIST,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADAMS%20MIST2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMSMOSS,ADAMS MOSS,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12458</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: MOSS</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 93% Polyester, 7% Linen</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Basketweave, Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12458,,,,continue,manual,60.00,,,,,https://images.magfabrics.com/fabrics/ADAMS%20MOSS.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADAMSMOSS,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADAMS%20MOSS2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMSNUGGET,ADAMS NUGGET,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12459</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: NUGGET</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 93% Polyester, 7% Linen</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Basketweave, Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12459,,,,continue,manual,60.00,,,,,https://images.magfabrics.com/fabrics/ADAMS%20NUGGET.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADAMSNUGGET,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADAMS%20NUGGET2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMSOYSTER,ADAMS OYSTER,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12460</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: OYSTER</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 93% Polyester, 7% Linen</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Basketweave, Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12460,,,,continue,manual,60.00,,,,,https://images.magfabrics.com/fabrics/ADAMS%20OYSTER.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADAMSOYSTER,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADAMS%20OYSTER2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMSPEACOCK,ADAMS PEACOCK,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12461</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: PEACOCK</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 93% Polyester, 7% Linen</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Basketweave, Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12461,,,,continue,manual,60.00,,,,,https://images.magfabrics.com/fabrics/ADAMS%20PEACOCK.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADAMSPEACOCK,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADAMS%20PEACOCK2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMSPECAN,ADAMS PECAN,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12462</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: PECAN</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 93% Polyester, 7% Linen</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Basketweave, Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12462,,,,continue,manual,60.00,,,,,https://images.magfabrics.com/fabrics/ADAMS%20PECAN.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADAMSPECAN,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADAMS%20PECAN2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMSPEWTER,ADAMS PEWTER,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12463</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: PEWTER</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 93% Polyester, 7% Linen</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Basketweave, Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12463,,,,continue,manual,60.00,,,,,https://images.magfabrics.com/fabrics/ADAMS%20PEWTER.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADAMSPEWTER,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADAMS%20PEWTER2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMSROSEWOOD,ADAMS ROSEWOOD,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12464</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: ROSEWOOD</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 93% Polyester, 7% Linen</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Basketweave, Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12464,,,,continue,manual,60.00,,,,,https://images.magfabrics.com/fabrics/ADAMS%20ROSEWOOD.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADAMSROSEWOOD,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADAMS%20ROSEWOOD2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMSSMOKE,ADAMS SMOKE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12465</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: SMOKE</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 93% Polyester, 7% Linen</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Basketweave, Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12465,,,,continue,manual,60.00,,,,,https://images.magfabrics.com/fabrics/ADAMS%20SMOKE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADAMSSMOKE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADAMS%20SMOKE2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMSTRUFFLE,ADAMS TRUFFLE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12466</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: TRUFFLE</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 93% Polyester, 7% Linen</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Basketweave, Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12466,,,,continue,manual,60.00,,,,,https://images.magfabrics.com/fabrics/ADAMS%20TRUFFLE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADAMSTRUFFLE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADAMS%20TRUFFLE2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
ADELACITRUS,ADELA CITRUS,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: It is highly reccomended to check this design's image online to view entire pattern repeat. The entire pattern repeat is not included on your sample. No returns will be accepted for unawareness of aspects of this design.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 12292</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 27</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 26</p><p class=""magfabrics-color"">Color: CITRUS</p><p class=""magfabrics-uses"">Uses: Bedding, Drapery, Multipurpose</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 10,000 MAR</p><p class=""magfabrics-designs"">Design: Floral, Tropical/Botanical</p><p class=""magfabrics-categories"">Categories: Prints</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117</p></div>",MagFabrics,,,"Bedding, Drapery, Multipurpose",TRUE,,,,,,,12292,,,29,continue,manual,104.00,,,,,https://images.magfabrics.com/fabrics/ADELA%20CITRUS.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADELACITRUS,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADELA%20CITRUS-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ADELACITRUS,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADELA%20CITRUS-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ADELACITRUS,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADELA%20CITRUS-5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ADLERCORAL,ADLER TAPE CORAL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9386</p><p class=""magfabrics-color"">Color: CORAL</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 46Fibranne/54Rayon</p><p class=""magfabrics-designs"">Design: Greek Key</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.9</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,9386,,,,continue,manual,106.00,,,,,https://images.magfabrics.com/fabrics/ADLER%20TAPE%20CORAL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADLERCOTTON,ADLER TAPE COTTON,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9339</p><p class=""magfabrics-color"">Color: COTTON</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 46Fibranne/54Rayon</p><p class=""magfabrics-designs"">Design: Greek Key</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.9</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,9339,,,,continue,manual,106.00,,,,,https://images.magfabrics.com/fabrics/ADLER%20TAPE%20COTTON.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADLERGRAIN,ADLER TAPE GRAIN,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9383</p><p class=""magfabrics-color"">Color: GRAIN</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 46Fibranne/54Rayon</p><p class=""magfabrics-designs"">Design: Greek Key</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.9</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,9383,,,,continue,manual,106.00,,,,,https://images.magfabrics.com/fabrics/ADLER%20TAPE%20GRAIN.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADLERKIWI,ADLER TAPE KIWI,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9385</p><p class=""magfabrics-color"">Color: KIWI</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 46Fibranne/54Rayon</p><p class=""magfabrics-designs"">Design: Greek Key</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.9</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,9385,,,,continue,manual,106.00,,,,,https://images.magfabrics.com/fabrics/ADLER%20TAPE%20KIWI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADLERNAVY,ADLER TAPE NAVY,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9384</p><p class=""magfabrics-color"">Color: NAVY</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 46Fibranne/54Rayon</p><p class=""magfabrics-designs"">Design: Greek Key</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.9</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,9384,,,,continue,manual,106.00,,,,,https://images.magfabrics.com/fabrics/ADLER%20TAPE%20NAVY.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADLERPOWDER,ADLER TAPE POWDER,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9381</p><p class=""magfabrics-color"">Color: POWDER</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 46Fibranne/54Rayon</p><p class=""magfabrics-designs"">Design: Greek Key</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.9</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,9381,,,,continue,manual,106.00,,,,,https://images.magfabrics.com/fabrics/ADLER%20TAPE%20POWDER.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADLERSILVER,ADLER TAPE SILVER,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9382</p><p class=""magfabrics-color"">Color: SILVER</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 46Fibranne/54Rayon</p><p class=""magfabrics-designs"">Design: Greek Key</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.9</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,9382,,,,continue,manual,106.00,,,,,https://images.magfabrics.com/fabrics/ADLER%20TAPE%20SILVER.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADLERSKY,ADLER TAPE SKY,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9387</p><p class=""magfabrics-color"">Color: SKY</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 46Fibranne/54Rayon</p><p class=""magfabrics-designs"">Design: Greek Key</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.9</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,9387,,,,continue,manual,106.00,,,,,https://images.magfabrics.com/fabrics/ADLER%20TAPE%20SKY.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADONISMORNINGDE,ADONIS MORNINGDEW,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12072</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 13.5</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 17.5</p><p class=""magfabrics-color"">Color: MORNINGDEW</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 61% POLYESTER, 39% VISCOSE</p><p class=""magfabrics-double-rubs"">Double Rubs: 51,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Solids/Small Scale, Velvet</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,12072,,,16.375,continue,manual,150.00,,,,,https://images.magfabrics.com/fabrics/ADONIS%20MORNINGDEW.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADONISMORNINGDE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADONIS%20MORNINGDEW-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ADONISMORNINGDE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADONIS%20MORNINGDEW-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ADONISTUSCAN,ADONIS TUSCAN,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12071</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 13.5</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 17.5</p><p class=""magfabrics-color"">Color: TUSCAN</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 61% POLYESTER, 39% VISCOSE</p><p class=""magfabrics-double-rubs"">Double Rubs: 51,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Solids/Small Scale, Velvet</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,12071,,,14.625,continue,manual,150.00,,,,,https://images.magfabrics.com/fabrics/ADONIS%20TUSCAN.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
ADONISTUSCAN,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADONIS%20TUSCAN-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ADONISTUSCAN,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/ADONIS%20TUSCAN-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
